Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
    Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3633,2670,3215,1814,4095,3331,3737,2552,3470,2427,4365,2761
    Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1725,3137,1749,2681,1698,3599,1423,2223,1289,2220,1737,2231
    Crop care and maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,819,1079,898,1135,731,1015,521,852,543,789,471,997
    Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,7144,3959,7380,4191,6884,3705,7329,3904,7484,3918,6964,3904
    Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,906,859,880,977,934,713,1056,893,1024,889,1131,912
    Permanent hired labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1535,2594,1810,2770,1232,2373,2375,3287,2781,3290,1420,3121
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,21,106,3,17,42,151,11,62,6,39,24,96
    Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,775,1231,484,722,1096,1564,1082,1769,816,1467,1709,2234
    Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,400,649,202,300,618,838,523,787,452,758,688,841
    Crop care and maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1285,1413,1089,1268,1502,1542,1537,1820,1224,1517,2275,2244
    Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,63,475,90,566,0,0
    Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,74,207,65,182,96,258
Total Labor Costs,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,18247,,17720,,18830,,19776,,19281,,20941,
Iloilo,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 88),,(n = 41),,(n = 47),,(n = 38),,(n = 22),,(n = 16),,(n = 116),,(n = 62),,(n = 54),,(n = 58),,(n = 29),,(n = 29),,(n = 232),,(n = 110),,(n = 122),,(n = 136),,(n = 98),,(n = 38),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,2,23,0,0,5,32,0,0,0,0,0,0,3,37,6,51,0,0,0,0,0,0,0,0,60,308,93,408,31,169,13,109,0,0,47,204
    Land preparation,1588,1482,1521,1356,1646,1596,1315,1450,1364,1663,1248,1142,2101,1916,1511,1581,2779,2053,2853,1877,3011,2049,2695,1710,3082,3318,2593,2595,3524,3812,3391,2746,3595,2905,2865,2238
    Crop establishment,243,754,439,1027,73,309,188,710,290,927,48,69,433,1036,642,1353,193,338,85,151,93,154,78,150,1331,3686,1450,3360,1225,3968,421,886,463,887,313,885
    Crop care and maintenance,289,795,435,882,161,696,496,1537,843,1965,19,60,150,382,73,261,239,472,250,535,225,574,275,503,755,2926,1250,4132,310,732,549,1501,656,1727,274,546
    Harvesting and threshing,3598,1799,3906,1770,3329,1800,2841,2164,3122,2496,2454,1598,6669,3151,7303,3550,5941,2453,5408,2387,5808,2733,5008,1948,7466,4173,8034,4380,6954,3925,6148,4656,6546,5362,5121,1491
    Post-harvest labor,266,294,307,290,229,296,556,745,456,741,695,752,501,418,485,437,518,397,676,434,746,450,606,414,1142,987,1258,1051,1038,917,966,1187,1064,1292,712,822
    Permanent hired labor,486,1345,635,1605,357,1069,483,1833,668,2356,228,634,510,1420,813,1757,162,770,498,1907,412,1089,585,2490,980,2466,993,2530,969,2418,711,2251,959,2606,71,304
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,5,22,9,29,2,11,7,42,12,55,0,0,28,135,53,182,0,0,0,0,0,0,0,0,68,304,72,293,63,315,0,0,0,0,0,0
    Land preparation,572,526,508,493,627,553,576,658,719,785,378,366,1031,1143,875,883,1210,1370,1016,1295,1113,1382,919,1218,2260,3859,1865,2361,2617,4811,1334,1652,1122,1561,1883,1775
    Crop establishment,49,58,34,29,61,73,378,484,509,511,197,391,210,303,157,248,271,348,108,93,116,112,99,69,424,565,383,551,460,577,228,367,178,309,358,466
    Crop care and maintenance,790,618,775,737,804,499,1009,661,1108,716,871,570,875,1062,860,1188,892,908,1845,2496,2922,3121,767,729,1807,2099,2021,2010,1614,2165,1326,1981,1395,2264,1149,913
    Harvesting and threshing,13,84,27,122,0,0,161,381,268,474,14,56,36,156,44,185,27,114,12,49,20,63,5,28,43,235,21,124,62,302,19,97,4,20,59,176
    Post-harvest labor,14,32,19,43,10,18,277,212,340,222,190,166,35,59,44,67,24,48,66,145,64,189,67,86,0,0,0,0,0,0,53,215,42,215,83,214
Total Labor Costs,7914,,8615,,7303,,8287,,9700,,6343,,12582,,12866,,12256,,12816,,14529,,11103,,19419,,20032,,18865,,15161,,16024,,12935,
Negros Occidental,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Crop care and maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Permanent hired labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Crop care and maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Labor Costs,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Bohol,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 75),,(n = 22),,(n = 53),,(n = 41),,(n = 26),,(n = 15),,(n = 81),,(n = 33),,(n = 48),,(n = 86),,(n = 32),,(n = 54),,(n = 130),,(n = 52),,(n = 78),,(n = 156),,(n = 58),,(n = 98),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,108,198,212,240,65,161,46,129,67,156,11,44,75,207,113,262,49,158,78,173,120,221,53,134,67,231,58,202,73,250,166,493,152,484,175,501
    Land preparation,1191,1372,1419,1371,1096,1374,1385,1595,1528,1411,1137,1901,2066,2272,2192,2829,1979,1821,2211,2011,2531,2265,2021,1840,3588,3764,4010,4682,3307,3003,4140,5332,3543,3458,4494,6170
    Crop establishment,1200,772,1586,758,1039,726,1275,1317,1423,1460,1018,1018,2759,2002,3253,2244,2419,1761,2409,1653,2928,1749,2102,1528,3637,2642,4191,2466,3269,2706,4439,3229,4159,3286,4604,3200
    Crop care and maintenance,567,605,843,635,453,559,585,695,795,749,220,394,515,677,708,767,383,579,575,831,934,1009,362,622,1588,2689,1850,2659,1414,2711,1545,2136,1808,2119,1389,2141
    Harvesting and threshing,2931,2077,5199,1774,1989,1337,4168,3217,6009,2499,977,1106,4903,3774,7538,3763,3091,2524,5064,2805,7562,2408,3584,1797,5905,4059,6807,3826,5304,4122,5993,3839,6483,3225,5703,4149
    Post-harvest labor,157,284,179,245,148,300,341,446,490,476,83,224,397,470,575,560,274,353,248,313,536,319,77,133,440,909,912,1248,125,318,499,800,607,615,435,888
    Permanent hired labor,238,1350,61,288,311,1594,0,0,0,0,0,0,0,0,0,0,0,0,47,440,128,721,0,0,159,1280,398,2012,0,0,274,1898,552,2945,110,767
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,90,60,94,73,88,54,170,96,170,102,169,85,671,486,883,548,525,380,525,363,620,454,469,287,1024,784,993,787,1044,786,1717,2237,1349,900,1934,2718
    Land preparation,830,743,757,856,860,698,1085,791,909,722,1390,838,2287,1827,2210,2174,2340,1568,2813,2125,2290,2077,3122,2111,3127,3381,2916,3029,3268,3609,4126,12422,2160,1885,5289,15518
    Crop establishment,469,608,272,460,551,646,1331,1060,1681,1128,726,563,798,807,735,798,842,818,1441,2339,940,971,1738,2825,1991,3039,1244,1854,2490,3546,2501,8642,1254,2455,3239,10692
    Crop care and maintenance,847,723,1222,1094,691,421,1310,704,1589,664,825,481,1700,1597,2372,2090,1238,911,2996,3355,4941,4519,1843,1573,5609,7395,4777,5540,6163,8397,4479,11861,3500,3397,5059,14734
    Harvesting and threshing,247,642,0,0,350,742,457,663,240,453,833,806,195,514,115,485,250,531,536,1280,191,842,741,1449,332,1036,0,0,553,1294,1302,8557,88,331,2020,10749
    Post-harvest labor,57,60,50,64,60,59,480,177,535,141,385,196,140,213,141,271,139,164,334,445,156,311,440,480,0,0,0,0,0,0,583,2303,232,471,790,2868
Total Labor Costs,8932,,11894,,7702,,12634,,15436,,7776,,16505,,20835,,13528,,19277,,23877,,16552,,27468,,28157,,27009,,31763,,25886,,35241,
Leyte,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 79),,(n = 52),,(n = 27),,(n = 78),,(n = 54),,(n = 24),,(n = 84),,(n = 69),,(n = 15),,(n = 83),,(n = 69),,(n = 14),,(n = 156),,(n = 130),,(n = 26),,(n = 154),,(n = 134),,(n = 20),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,107,179,130,202,61,113,43,120,59,139,9,37,188,246,217,254,53,141,152,223,164,224,94,215,190,383,211,410,85,169,406,578,381,573,575,601
    Land preparation,2327,1578,2784,1407,1446,1536,2713,1636,3088,1565,1870,1498,2918,1961,3291,1835,1202,1619,3164,1997,3434,1850,1834,2226,4833,3749,4999,3755,4003,3681,3689,2930,3967,2983,1825,1624
    Crop establishment,1815,976,2045,889,1372,1000,1872,829,2124,759,1305,700,3304,1812,3554,1787,2154,1498,2931,1550,3175,1394,1727,1764,3761,2224,3924,2167,2945,2370,4224,2133,3996,1893,5754,2949
    Crop care and maintenance,676,651,683,704,662,547,713,737,836,817,436,410,586,712,714,725,0,0,879,919,980,909,383,826,1249,1656,1185,1343,1567,2752,1116,1383,1213,1439,469,631
    Harvesting and threshing,4963,2419,5044,2511,4807,2268,5101,2736,6054,2336,2957,2356,5757,2820,6263,2767,3428,1705,7074,4149,7760,4046,3694,2855,8367,4163,8822,4150,6095,3487,7560,3668,7531,3732,7756,3290
    Post-harvest labor,237,448,290,514,135,257,203,312,226,337,150,244,358,378,416,390,94,121,313,287,330,279,226,323,962,805,925,781,1147,910,917,671,901,675,1022,653
    Permanent hired labor,301,1526,457,1868,0,0,528,1672,390,1633,839,1753,64,500,77,551,0,0,140,864,168,946,0,0,1794,5574,1826,5849,1635,4011,739,2989,850,3191,0,0
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,71,57,75,64,62,42,112,59,109,64,118,48,209,250,210,263,209,186,330,343,322,346,369,341,547,1291,558,1394,493,549,370,330,373,339,350,266
    Land preparation,387,518,323,548,511,439,393,478,371,518,444,378,791,1231,703,1277,1197,926,937,1592,722,1533,1997,1497,1417,2711,1180,2431,2600,3653,497,1143,458,1188,759,745
    Crop establishment,119,337,107,320,143,374,539,537,749,516,66,117,64,254,56,251,100,270,122,419,96,408,248,464,512,838,546,891,338,469,259,495,276,525,148,164
    Crop care and maintenance,1045,866,1318,909,519,442,1156,452,1125,481,1225,379,1289,1547,1472,1645,444,353,2038,2194,2230,2330,1093,896,2760,4436,2512,3547,4000,7429,2125,2495,2271,2634,1149,642
    Harvesting and threshing,91,391,113,446,49,257,45,250,65,299,0,0,27,145,13,108,89,251,190,815,139,794,446,896,166,828,199,904,0,0,171,1197,193,1282,30,92
    Post-harvest labor,44,60,48,67,37,46,370,205,378,192,353,235,97,192,63,172,253,206,193,345,135,294,478,441,0,0,0,0,0,0,46,171,30,163,150,196
Total Labor Costs,12183,,13417,,9804,,13788,,15573,,9771,,15651,,17048,,9224,,18464,,19656,,12589,,26556,,26886,,24908,,22121,,22440,,19987,
Northern Samar,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 50),,(n = 26),,(n = 24),,(n = 50),,(n = 17),,(n = 33),,(n = 45),,(n = 27),,(n = 18),,(n = 59),,(n = 27),,(n = 32),,(n = 60),,(n = 38),,(n = 22),,(n = 116),,(n = 50),,(n = 66),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,35,99,46,117,23,77,7,51,21,87,0,0,77,208,128,258,0,0,24,94,53,135,0,0,44,241,70,302,0,0,141,626,314,928,11,61
    Land preparation,620,1109,1014,1317,194,607,424,783,839,931,210,605,923,1202,1173,1289,547,975,286,684,566,894,50,281,1631,2324,2346,2580,397,963,944,1693,1464,2271,549,902
    Crop establishment,1564,859,1370,913,1774,761,2191,751,2126,586,2224,830,2325,1597,2859,1622,1525,1203,2250,815,2123,493,2357,1007,5987,4216,6867,4525,4465,3166,4874,8963,5360,4490,4505,11252
    Crop care and maintenance,144,327,241,398,38,184,144,326,203,318,113,330,126,243,206,288,6,24,138,268,261,336,33,123,77,237,88,265,59,183,79,428,40,145,109,553
    Harvesting and threshing,3123,2289,3451,2574,2768,1925,3250,1115,3916,1354,2907,794,5052,2771,6623,1816,2694,2241,4957,1662,6161,1422,3941,1071,7552,5140,8053,4597,6689,5980,12323,49786,7406,6218,16048,65754
    Post-harvest labor,73,232,110,280,33,163,432,1161,894,1889,194,328,75,94,104,103,30,57,50,66,69,74,34,55,577,609,766,671,251,273,335,311,450,306,248,287
    Permanent hired labor,1100,2653,2115,3401,0,0,451,1423,535,1555,407,1373,940,2048,1088,2344,717,1538,1055,2701,1469,3069,707,2341,696,2456,346,1486,1300,3528,843,3846,255,1260,1288,4950
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,91,44,89,59,93,17,145,62,135,64,151,61,668,410,720,474,589,284,529,377,682,423,400,280,107,138,132,161,64,68,1443,3368,1374,1530,1495,4277
    Land preparation,976,651,843,626,1120,660,1335,745,783,640,1620,632,1852,1456,2221,1652,1299,880,1721,1431,2196,1593,1321,1158,4968,4680,5141,5328,4670,3375,7066,20724,5335,5380,8377,27092
    Crop establishment,341,600,84,325,621,704,317,413,244,165,354,493,265,322,248,323,289,329,235,455,191,224,273,584,409,848,588,1021,100,167,421,1429,829,2098,112,272
    Crop care and maintenance,963,825,1177,1018,732,467,722,830,335,194,922,957,1549,1588,2438,1470,215,286,1041,1293,2036,1278,201,406,3059,3648,4519,3882,536,567,1920,4398,2342,2489,1600,5414
    Harvesting and threshing,482,741,99,502,897,741,398,880,176,728,512,939,325,645,205,400,506,880,123,428,69,188,169,555,799,3241,1262,4019,0,0,858,3693,1121,3744,659,3669
    Post-harvest labor,72,57,43,50,104,47,354,230,267,171,398,246,302,291,418,291,127,188,294,361,400,233,205,424,219,613,277,755,119,183,159,465,236,667,101,198
Total Labor Costs,9585,,10683,,8396,,10170,,10475,,10013,,14478,,18434,,8543,,12705,,16277,,9690,,26126,,30455,,18648,,31404,,26524,,35101,
Western Samar,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 118),,(n = 66),,(n = 52),,(n = 120),,(n = 72),,(n = 48),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,15,52,18,58,11,42,517,952,622,1117,361,607
    Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3935,5325,3837,3884,4059,6768,3726,4743,3283,3661,4390,5997
    Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,7962,9792,5719,3466,10808,13780,7691,9737,5906,4341,10368,14121
    Crop care and maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,561,1599,482,1557,661,1662,245,766,301,965,159,258
    Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,8076,4743,8327,4503,7757,5058,8884,5425,9362,5009,8167,5977
    Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1032,920,904,762,1195,1075,1251,1388,1116,974,1455,1838
    Permanent hired labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,541,2862,872,3663,44,215
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,181,285,203,350,152,169,998,1505,919,1321,1116,1754
    Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2359,2703,2161,2768,2611,2624,1717,2073,1791,2140,1607,1983
    Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1004,2234,1395,2817,507,943,961,1986,1318,2477,425,472
    Crop care and maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3519,7492,4710,9690,2007,2219,3176,6710,4457,8353,1253,1513
    Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,431,2905,734,3866,46,196,402,2881,669,3705,0,0
    Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,42,153,66,199,11,31,45,163,73,206,3,13
Total Labor Costs,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,29115,,28555,,29826,,30154,,30691,,29349,
Zamboanga del Norte,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 41),,(n = 18),,(n = 23),,(n = 31),,(n = 17),,(n = 14),,(n = 60),,(n = 32),,(n = 28),,(n = 43),,(n = 29),,(n = 14),,(n = 118),,(n = 64),,(n = 54),,(n = 88),,(n = 60),,(n = 28),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,45,177,103,260,0,0,42,145,76,191,0,0,32,163,51,219,9,50,37,124,55,149,0,0,1138,1286,1063,869,1227,1655,253,515,326,602,98,161
    Land preparation,2051,1266,2239,1094,1904,1392,2705,1617,2915,1480,2451,1792,2638,1603,3149,1412,2053,1631,2770,1597,3157,1569,1970,1386,4574,2978,4922,3259,4160,2575,2195,2173,2485,2190,1572,2038
    Crop establishment,1289,1228,1668,1131,991,1243,2072,1918,2767,2042,1227,1400,2408,2415,3205,2477,1499,2023,2778,1966,2986,1770,2348,2333,5136,3823,5510,3408,4693,4254,4032,2818,4307,2490,3443,3392
    Crop care and maintenance,314,740,430,988,224,471,368,874,525,1099,177,451,159,378,147,264,172,482,147,388,201,457,34,128,803,1370,873,1663,719,918,556,1681,700,1979,249,628
    Harvesting and threshing,4482,2177,5013,1947,4066,2296,4986,2110,5284,1905,4624,2356,7713,3203,8152,3192,7211,3199,6404,3567,6646,3933,5903,2719,10775,8906,9928,5773,11779,11557,7113,4395,8155,4691,4882,2567
    Post-harvest labor,246,300,429,339,103,161,413,472,653,472,123,272,472,544,691,623,222,281,385,542,516,618,112,92,873,1434,1205,1686,479,933,541,848,728,964,141,210
    Permanent hired labor,311,1426,709,2118,0,0,317,1244,578,1656,0,0,1363,5582,2356,7513,227,879,1118,2961,1657,3496,0,0,364,2335,553,3101,140,721,917,2644,1345,3118,0,0
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,38,39,37,40,38,38,68,68,62,59,75,79,194,265,168,188,223,334,306,325,211,230,503,406,714,1534,593,641,857,2161,358,458,436,514,191,235
