Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
  Post-harvest labor,0.33,0.49,0.22,0.39,0.66,0.61,2.83,1.77,2.89,1.89,2.76,1.66,1.08,1.42,1,1.33,1.19,1.55,0.78,0.99,0.64,1.03,0.92,0.95,0,0,0,0,0,0,4.86,27.7,1.48,4.8,11.27,46.81
Total Labor,37,,37,,38,,61,,68,,53,,67,,77,,53,,65,,68,,61,,81,,70,,111,,91,,73,,124,
Occidental Mindoro,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 51),,(n = 26),,(n = 25),,(n = 25),,(n = 25),,(n = 0),,(n = 60),,(n = 43),,(n = 17),,(n = 33),,(n = 33),,(n = 0),,(n = 59),,(n = 38),,(n = 21),,(n = 47),,(n = 44),,(n = 3),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,16.13,7.72,17.31,5.03,14.91,8.95,13.22,10.25,13.22,10.25,0,0,25.4,11.98,25.3,11.96,25.65,12.05,25.88,14.28,25.88,14.28,0,0,26.54,41.51,24.68,15.46,29.89,65.9,27.25,26.67,26.23,23.93,42.31,54.37
     Seedling management,0.09,0.25,0.03,0.17,0.15,0.31,0.07,0.25,0.07,0.25,,,0.05,0.23,0.07,0.27,0,0,0.08,0.36,0.08,0.36,,,0.21,0.57,0.15,0.5,0.31,0.68,0.67,2.42,0.65,2.47,0.95,1.65
     Land preparation,2.99,2.32,3.32,2.46,2.65,2.16,2.15,2.27,2.15,2.27,,,3.33,3.39,3.15,3.64,3.77,2.69,2.55,3.26,2.55,3.26,,,1.86,2.87,1.47,2.31,2.56,3.63,3.03,3.89,2.85,3.78,5.68,5.48
     Crop establishment,12.51,3.87,13.66,1.16,11.32,5.19,10.4,6.21,10.4,6.21,,,21.69,7.61,21.76,7.34,21.53,8.49,22.47,8.58,22.47,8.58,,,23.65,35.76,22.32,10.38,26.06,59.16,21.84,16.43,21.02,13.67,33.95,44.25
     Crop care & maintenance,0.54,1.28,0.3,1.24,0.79,1.29,0.6,1.52,0.6,1.52,,,0.33,0.75,0.32,0.71,0.35,0.87,0.78,2.08,0.78,2.08,,,0.82,2.31,0.74,2.27,0.96,2.43,1.71,3.93,1.71,4.01,1.73,2.99
  Harvesting and threshing,21.79,3.88,22.91,3.02,20.62,4.36,25.26,3.85,25.26,3.85,,,23.47,5.28,22.88,6.01,24.94,2.19,21.35,8.47,21.35,8.47,,,1.73,1.98,1.6,1.63,1.96,2.53,3.21,6.98,2.48,4.65,13.87,21.77
  Post-harvest labor,0.38,0.47,0.41,0.5,0.35,0.44,2.32,1.14,2.32,1.14,,,0.6,0.89,0.63,0.9,0.53,0.87,0.87,1,0.87,1,,,1.3,1.18,1.26,0.88,1.39,1.6,1.87,1.6,1.88,1.63,1.79,1.19
  Permanent hired labor,0.99,2.39,1.35,2.9,0.6,1.68,2.59,5.56,2.59,5.56,,,3.32,6.26,3.93,7.11,1.76,2.86,7.53,8.34,7.53,8.34,,,7.61,18.14,9.79,21.57,3.68,8.25,4.97,8.27,5.31,8.44,0,0
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,3.83,4.11,4.6,4.75,3.03,3.17,15.74,12.48,15.74,12.48,0,0,18.13,19.26,20.27,20.72,12.72,12.46,16.01,19.06,16.01,19.06,0,0,15.21,32.32,11.27,19.28,22.31,45.96,16.6,35.69,16.79,36.72,13.69,13.36
     Seedling management,0.64,0.39,0.66,0.38,0.61,0.4,0.76,0.68,0.76,0.68,,,1.85,2.09,1.97,2.27,1.55,1.56,1.7,2.43,1.7,2.43,,,1.62,2.66,1.63,2.92,1.6,2.18,2.15,3.38,2.07,3.41,3.36,3.26
     Land preparation,0.68,1.63,0.89,1.92,0.46,1.28,3.99,3.38,3.99,3.38,,,5.84,5.78,6,5.86,5.44,5.73,5.37,5.39,5.37,5.39,,,4.13,6.14,3.59,5.22,5.09,7.58,4.36,7.29,4.53,7.5,1.83,1.76
     Crop establishment,0,0,0,0,0,0,4.31,4.4,4.31,4.4,,,1.78,2.23,1.93,2.52,1.4,1.24,1.28,2.54,1.28,2.54,,,1.65,3.41,1.01,1.39,2.8,5.29,1.14,3.27,1.17,3.37,0.67,1.15
     Crop care & maintenance,2.51,2.09,3.05,2.45,1.96,1.49,6.68,4.02,6.68,4.02,,,8.66,9.16,10.37,10.07,4.33,3.93,7.66,8.7,7.66,8.7,,,7.81,20.11,5.04,9.75,12.82,30.91,8.95,21.75,9.02,22.44,7.83,7.19
  Harvesting and threshing,0.6,2.6,0.16,0.84,1.05,3.6,0.58,2.09,0.58,2.09,,,0,0,0,0,0,0,1.36,4.43,1.36,4.43,,,0.48,3.66,0,0,1.34,6.14,0,0,0,0,0,0
  Post-harvest labor,0.76,0.6,0.82,0.62,0.71,0.59,1.44,1.28,1.44,1.28,,,0.88,0.92,0.81,0.91,1.06,0.97,0.76,1.02,0.76,1.02,,,0,0,0,0,0,0,0.14,0.53,0.15,0.55,0,0
Total Labor,44,,48,,41,,61,,61,,0,,72,,74,,67,,74,,74,,0,,53,,49,,61,,54,,53,,72,
Oriental Mindoro,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 85),,(n = 67),,(n = 18),,(n = 75),,(n = 71),,(n = 4),,(n = 82),,(n = 73),,(n = 9),,(n = 86),,(n = 70),,(n = 16),,(n = 82),,(n = 70),,(n = 12),,(n = 83),,(n = 72),,(n = 11),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,10.17,11.23,11.14,11.48,6.55,6.92,10.15,10.53,10.36,10.44,6.28,6.5,14.42,16.02,14.02,15.43,17.69,17.38,15.29,16.85,14.83,16.25,17.38,18.85,17.63,24.92,17.13,22.73,20.59,31.43,20.38,32.28,18.8,24.11,30.78,64.05
     Seedling management,0.07,0.2,0.09,0.22,0,0,0.02,0.09,0.02,0.09,0,0,0.11,0.36,0.11,0.35,0.14,0.42,0.08,0.31,0.09,0.34,0.02,0.06,0.17,0.56,0.2,0.61,0,0,0.17,0.55,0.19,0.59,0.03,0.11
     Land preparation,3.58,2.94,3.43,2.86,4.13,3.28,3.01,2.56,2.89,2.42,5.16,4.26,5.85,5.42,5.38,5.33,9.62,4.86,6.08,5.15,6.09,5.29,6.06,4.61,6.25,10.34,5.43,7.79,11.07,19.41,6.64,11.32,5.72,8.61,12.7,21.87
     Crop establishment,4.98,5.79,6.14,5.89,0.66,2.38,5.3,5.31,5.58,5.32,0.31,0.63,6.45,6.88,6.84,6.87,3.3,6.49,7.21,7.77,6.65,7.01,9.69,10.38,9.06,8.71,9.34,8.71,7.44,8.88,11.28,16.01,10.66,11.03,15.39,34.87
     Crop care & maintenance,1.54,2.3,1.48,2.51,1.76,1.26,1.82,2.57,1.87,2.61,0.81,1.61,2.01,3.36,1.69,2.88,4.63,5.61,1.92,3.62,2,3.61,1.61,3.8,2.15,5.31,2.16,5.62,2.08,3.14,2.29,4.4,2.23,3.88,2.66,7.2
  Harvesting and threshing,16.02,5.07,16.51,4.62,14.17,6.3,14.31,5.56,14.45,5.51,11.75,6.55,15.04,5.57,14.78,5.66,17.11,4.59,14.45,4.2,14.23,4.05,15.44,4.84,6.51,8.16,6.7,8.39,5.41,6.86,5.35,8.18,5.77,8.63,2.54,3.13
  Post-harvest labor,0.74,0.65,0.72,0.65,0.84,0.66,1.26,1.43,1.27,1.44,1.1,1.23,2.17,2.14,2.15,2.15,2.33,2.18,1.82,1.45,1.75,1.4,2.09,1.69,3.76,3.67,3.93,3.76,2.79,3.08,3.03,2.97,3.09,3.06,2.64,2.37
  Permanent hired labor,1.61,4.74,1.69,5,1.32,3.7,1.91,5.82,2.02,5.97,0,0,1.09,3.41,1.22,3.59,0,0,1.35,3.46,1.66,3.77,0,0,3.75,11.1,4.17,11.84,1.29,4.47,2.28,8.5,2.15,8.45,3.15,9.19
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,16.71,12.84,19.03,12.85,8.05,7.28,18.76,13.21,18.84,13.32,17.21,8.49,14.56,16.03,15.45,16.38,7.44,8.77,15.46,16.76,15.59,17.3,14.93,14.3,11.94,16.21,12.35,16.8,9.57,12.16,14.85,25.5,15.89,26.41,8.05,11.13
     Seedling management,0.27,0.35,0.32,0.37,0.09,0.21,0.38,0.44,0.4,0.44,0,0,0.56,0.88,0.58,0.82,0.44,1.33,0.59,0.9,0.61,0.94,0.51,0.69,0.87,2.28,0.95,2.43,0.42,0.98,1.07,2.24,1.21,2.37,0.21,0.6
     Land preparation,0.32,1.13,0.29,1.09,0.4,1.29,3.29,2.95,3.29,2.91,3.12,4.13,4.3,4.85,4.46,4.94,3,4.1,4.68,5.32,4.61,5.3,4.97,5.59,3.18,3.93,3.37,4.03,2.07,3.19,3.66,4.48,3.9,4.66,2.05,2.67
     Crop establishment,0.03,0.11,0.02,0.1,0.06,0.14,4.72,4.79,4.9,4.84,1.51,2.16,1.27,1.91,1.29,2,1.13,0.96,1.28,2.06,1.31,2.22,1.16,1.14,1.85,2.46,1.82,2.5,2.06,2.31,1.35,2.47,1.22,2.04,2.18,4.41
     Crop care & maintenance,16.09,11.25,18.4,11.29,7.5,5.64,10.37,5.03,10.25,5.13,12.58,2.2,8.43,8.39,9.12,8.62,2.87,2.38,8.91,8.48,9.06,8.84,8.29,6.88,6.04,7.54,6.21,7.84,5.02,5.68,8.77,16.31,9.56,17.34,3.61,3.45
  Harvesting and threshing,1.12,4.14,0.82,3.72,2.22,5.42,0.27,1.17,0.28,1.2,0,0,0.29,1.29,0.19,1.2,1.11,1.76,0.22,0.73,0.26,0.81,0.05,0.14,0,0.03,0,0.03,0,0,0.2,1.23,0.03,0.19,1.3,3.26
  Post-harvest labor,0.35,0.45,0.34,0.44,0.36,0.53,2.33,1.72,2.33,1.73,2.25,1.71,0.5,0.71,0.47,0.67,0.78,0.97,0.56,0.67,0.57,0.68,0.54,0.6,0,0,0,0,0,0,0.04,0.23,0.03,0.24,0.06,0.2
Total Labor,47,,50,,34,,49,,50,,39,,48,,48,,46,,49,,49,,50,,44,,44,,40,,46,,46,,49,
Palawan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 58),,(n = 33),,(n = 25),,(n = 48),,(n = 33),,(n = 15),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.86,37.81,8.69,14.34,22.99,51.55,12.38,23.58,13.06,25.06,10.88,16.05
     Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.17,0.95,0.2,1.16,0.12,0.6,0.05,0.34,0.07,0.41,0,0
     Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,9.22,9.22,6.65,8.26,12.61,9.49,8.3,9.67,7.84,8.61,9.31,11.97
     Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4.9,26.34,1.34,3.91,9.6,39.84,2.63,9.89,3.33,11.83,1.09,2.21
     Crop care & maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.57,1.3,0.5,1.01,0.66,1.62,1.4,3.68,1.82,4.21,0.48,1.87
  Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,19.88,15.45,20.11,18.23,19.56,11.14,20.08,15.1,19.89,17.48,20.5,8.22
  Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2.5,6.34,3.15,8.1,1.65,2.56,1.16,1.58,1.39,1.71,0.64,1.12
  Permanent hired labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1.16,5.49,2.04,7.21,0,0,1.29,5.9,1.87,7.07,0,0
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51,26.53,16.35,22.93,19.06,30.91,15.45,15.25,13.13,13.32,20.59,17.68
     Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.21,1.1,0.1,0.55,0.35,1.55,0.11,0.59,0.14,0.7,0.05,0.19
     Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,8.74,14.83,8.32,13.24,9.31,16.96,5.55,6.74,4.27,5.49,8.37,8.42
     Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1.02,1.36,1.02,1.3,1.02,1.46,0.84,1.12,0.69,0.73,1.19,1.67
     Crop care & maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,7.54,9.24,6.91,7.84,8.38,10.94,8.95,6.8,8.03,6.4,10.98,7.4
  Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1.54,5.48,1.24,4.55,1.95,6.58,0.28,1.11,0.17,0.69,0.51,1.72
  Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.56,1.36,0.2,0.57,1.33,2.13
Total Labor,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,57,,52,,65,,51,,50,,54,
Albay,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 48),,(n = 30),,(n = 18),,(n = 48),,(n = 29),,(n = 19),,(n = 60),,(n = 49),,(n = 11),,(n = 60),,(n = 52),,(n = 8),,(n = 60),,(n = 49),,(n = 11),,(n = 56),,(n = 51),,(n = 5),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,13.17,9,13.27,9.7,13,7.69,18.51,11.14,19.18,10.54,17.48,11.8,25.11,17.89,25.87,18.24,21.73,15.16,24.85,16.67,26.37,16.6,15.02,9.58,40.06,39.58,38.67,36.47,46.28,47.57,38.89,34.54,38.84,34.31,39.44,33.87
     Seedling management,0.03,0.13,0.05,0.17,0,0,0.23,0.43,0.31,0.47,0.11,0.32,0.38,0.77,0.42,0.8,0.18,0.6,0.4,0.91,0.47,0.96,0,0,0.14,0.61,0.18,0.67,0,0,0.65,1.14,0.66,1.16,0.5,0.87
     Land preparation,3.89,3.23,3.93,3.22,3.82,3.35,4.5,3.63,4.19,2.92,4.98,4.56,6.01,5.12,6.3,4.95,4.73,5.88,6.19,5.29,6.9,5.2,1.59,3.27,13.51,14.04,11.95,10.59,20.45,23.68,13.03,14.09,12.81,14.15,15.37,14.8
     Crop establishment,7.93,4.49,7.76,5.07,8.21,3.44,10.1,4.05,10.56,4.04,9.38,4.06,15.91,7.27,15.87,7.43,16.1,6.87,14.14,6.35,15.02,6.33,8.36,1.91,18.84,9.59,18.71,9.1,19.42,12.04,19.22,9.81,18.94,9.17,22.07,16.14
     Crop care & maintenance,1.32,1.15,1.53,1.24,0.97,0.9,3.68,3.03,4.12,3.11,3.01,2.86,2.81,4.73,3.28,5.06,0.72,1.81,4.12,4.12,3.98,4.11,5.07,4.4,7.57,15.34,7.83,16.11,6.41,11.85,5.99,9.5,6.43,9.83,1.5,2.06
  Harvesting and threshing,14.19,6.94,14.92,7.48,12.97,5.93,15.25,6.89,16.71,6,13.01,7.68,17.95,9.12,19.33,9.06,11.82,6.76,15.38,7.49,16.42,7.46,8.65,2.83,22.69,16.61,24.05,17.53,16.61,10.13,22.48,16.63,22.53,17.16,21.97,10.97
  Post-harvest labor,0.43,0.56,0.23,0.48,0.76,0.53,1.44,1.75,1.3,1.93,1.65,1.44,0.85,1.19,0.9,1.26,0.64,0.81,1,1.32,1.02,1.36,0.89,1.1,3.52,4.37,3.5,3.96,3.61,6.11,4.13,4.55,3.88,4.05,6.73,8.37
  Permanent hired labor,0,0,0,0,0,0,0,0,0,0,0,0,0.27,1.09,0.33,1.2,0,0,0,0,0,0,0,0,2.61,10.49,2.78,11.28,1.88,6.22,2.21,9.78,2.43,10.23,0,0
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,10.04,7.12,12.22,8,6.42,2.66,21.15,14.03,25.45,12.51,14.57,12.22,28.65,23.01,27.15,21.61,35.4,27.23,31.29,23.38,31.32,24.18,31.1,14.53,26.44,31.72,24.47,30.83,35.22,33.35,27.36,38.44,25.43,37.87,46.88,35.23
     Seedling management,0.69,0.17,0.66,0.2,0.74,0.06,0.84,0.48,0.67,0.49,1.1,0.35,3.69,2.48,3.37,2.33,5.15,2.75,3.72,2.55,3.56,2.61,4.76,1.89,0.72,1.31,0.74,1.43,0.61,0.5,2.52,3.06,2.52,3.19,2.47,1.13
     Land preparation,0,0,0,0,0,0,2.96,2.76,2.8,2.74,3.2,2.86,5.52,6.38,4.73,5.46,9.04,8.95,6.34,5.51,6.09,5.62,7.98,4.65,6.82,7.82,5.7,6.57,11.83,10.93,5.72,7.36,4.88,6.16,14.25,13.07
     Crop establishment,0,0,0,0,0,0,7.51,5.47,9.95,4.95,3.78,3.98,5.45,4.52,5.02,4.03,7.37,6.15,3.74,3.43,3.55,3.38,5.01,3.75,2.36,3.39,2.08,3.32,3.6,3.55,2.43,3.44,2.21,3.4,4.67,3.36
     Crop care & maintenance,9.35,6.95,11.56,7.8,5.68,2.6,9.84,5.32,12.03,4.33,6.49,5.03,13.99,9.63,14.03,9.79,13.84,9.38,17.49,11.89,18.12,12.57,13.35,4.24,16.54,19.2,15.95,19.51,19.18,18.37,16.69,24.58,15.82,25.12,25.49,17.67
  Harvesting and threshing,3.94,6.58,4.28,6.27,3.38,7.23,2.57,5.97,3.16,7.12,1.67,3.56,2.07,3.12,1.37,2.33,5.18,4.26,0.83,1.89,0.78,1.94,1.13,1.55,0.84,4.08,1.03,4.5,0,0,0.9,4.21,0.99,4.4,0,0
  Post-harvest labor,0.61,0.69,0.8,0.7,0.28,0.55,2.98,1.79,3.06,2.09,2.86,1.26,1.73,1.82,1.82,1.91,1.36,1.36,0.94,1.21,0.97,1.25,0.77,0.98,0.28,1.3,0.33,1.43,0.06,0.14,0.25,1.32,0.26,1.38,0.08,0.17
Total Labor,42,,46,,37,,62,,69,,51,,77,,77,,76,,74,,77,,58,,96,,95,,104,,96,,94,,115,
Camarines Sur,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 90),,(n = 70),,(n = 19),,(n = 76),,(n = 69),,(n = 7),,(n = 106),,(n = 79),,(n = 27),,(n = 114),,(n = 75),,(n = 39),,(n = 112),,(n = 72),,(n = 40),,(n = 112),,(n = 80),,(n = 32),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,9.31,11.06,10.87,11.72,3.29,3,9.24,10.97,9.89,11.2,2.84,3.32,15.21,18.69,17.65,19.86,8.05,11.72,14.16,16.59,16.42,17.53,9.83,13.69,19.15,25.05,21.34,26.07,15.18,22.38,17.06,25.52,17.4,25.99,16.19,22.41
     Seedling management,0.06,0.18,0.08,0.2,0,0,0.09,0.27,0.1,0.28,0,0,0.16,0.44,0.21,0.5,0.02,0.1,0.24,0.65,0.29,0.71,0.16,0.5,0.1,0.44,0.05,0.14,0.18,0.71,0.54,1.33,0.47,1.15,0.71,1.72
     Land preparation,4.54,3.14,4.98,3.22,2.95,2.36,4.25,2.98,4.42,2.98,2.55,2.56,7.02,5.32,7.91,5.36,4.4,4.33,6.38,5.73,7,6,5.19,5.02,8.44,7.59,9.19,7.99,7.08,6.68,6.74,5.46,6.93,5.63,6.26,5.06
     Crop establishment,3.27,4.84,4.03,5.1,0.07,0.14,3.73,5.63,4.11,5.78,0,0,6.33,9.01,7.38,9.58,3.26,6.32,6.12,7.88,7.3,8.25,3.86,6.65,8.31,12.41,9.69,13.13,5.83,10.7,7.28,11.35,7.05,10.64,7.84,13.13
     Crop care & maintenance,1.44,2.9,1.78,3.2,0.27,0.5,1.17,2.09,1.26,2.16,0.29,0.76,1.7,3.92,2.15,4.42,0.37,0.97,1.42,2.33,1.83,2.57,0.62,1.52,2.3,4.61,2.41,4.81,2.09,4.29,2.5,7.38,2.95,8.57,1.38,2.5
  Harvesting and threshing,16.59,5.27,16.86,5.51,15.56,4.39,16.37,6.24,16.44,6.17,15.64,7.3,13.91,6.3,14.16,6.55,13.15,5.58,13.42,5.71,14.13,5.77,12.05,5.4,20.81,17.55,23.35,19.52,16.24,12.25,18.09,14,19.09,14.4,15.6,12.8
  Post-harvest labor,0.91,0.56,1.03,0.53,0.48,0.46,2.21,1.45,2.38,1.39,0.55,0.88,3.75,2.08,3.9,2.22,3.3,1.54,3.83,2.32,4.33,2.36,2.86,1.91,3.52,3.73,3.35,2.66,3.82,5.16,3.58,3.49,3.73,3.08,3.21,4.39
  Permanent hired labor,0.66,3.73,0.84,4.22,0,0,0.66,3.57,0.73,3.74,0,0,0.57,1.92,0.63,2.06,0.37,1.45,0.75,2.62,0.57,2.09,1.1,3.41,2.87,10.31,3.39,12.04,1.94,6.11,1.63,6.38,1.86,7.21,1.07,3.6
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,14.52,10.22,15.97,11.06,9.2,2.57,22.43,14.23,22.62,13.98,20.46,6.13,17.32,19.66,18.42,20.17,14.08,12.23,17.35,22.17,20.79,24.67,10.78,11.1,11.93,16.67,12.45,18.36,10.98,12.41,24.86,148.65,29.24,171,13.92,23.18
     Seedling management,0.18,0.31,0.22,0.33,0,0,0.2,0.4,0.22,0.41,0,0,0.62,1.02,0.69,1.06,0.42,0.89,0.61,1.16,0.8,1.33,0.26,0.64,0.12,0.36,0.17,0.44,0.03,0.12,0.46,1.2,0.35,0.8,0.73,1.86
     Land preparation,0.05,0.44,0.07,0.5,0,0,3.6,3.45,3.44,3.51,5.14,2.59,5.53,6.23,4.47,5.57,8.61,7.1,5.94,6.67,5.67,7.03,6.47,5.97,3.91,5.82,3.58,6.04,4.49,5.43,15.85,132.42,20.35,156.7,4.58,5.18
